target_id	length	eff_length	est_counts	tpm
FBtr0081624	299	108.051	167.5	51.9128
FBtr0071763	4847	4655.98	230.241	1.656
FBtr0071764	5173	4981.98	9.80705	0.0659211
FBtr0100521	4665	4473.98	252.046	1.88657
FBtr0342981	3897	3705.98	19.9061	0.179876
FBtr0083387	4458	4266.98	0	0
FBtr0083388	3935	3743.98	190.921	1.70769
FBtr0300485	4559	4367.98	190.493	1.46045
FBtr0306337	5269	5077.98	121.585	0.801823
FBtr0083381	3549	3357.98	62.7815	0.626097
FBtr0083382	3297	3105.98	95.6076	1.03082
FBtr0083383	3250	3058.98	187.371	2.05123
FBtr0083384	4743	4551.98	245.442	1.80566
FBtr0083385	3703	3511.98	30.8904	0.294551
FBtr0330709	2537	2345.98	0	0
FBtr0346764	2537	2345.98	0	0
FBtr0075357	6006	5814.98	0	0
FBtr0112790	12564	12373	2189.49	5.92593
FBtr0330130	6261	6069.98	0	0
FBtr0330131	5967	5775.98	17.3637	0.100671
FBtr0330132	5913	5721.98	86.2554	0.50481
FBtr0330133	6315	6123.98	0	0
FBtr0330134	5712	5520.98	0	0
FBtr0330135	5658	5466.98	0	0
FBtr0330136	6060	5868.98	0	0
FBtr0345369	12510	12319	4661.96	12.6731
FBtr0080168	1794	1602.98	209	4.36622
FBtr0070072	917	725.982	1	0.0461278
FBtr0082780	7980	7788.98	1861.45	8.0031
FBtr0300486	4076	3884.98	265.939	2.29236
FBtr0335223	3262	3070.98	82.6123	0.900856
FBtr0074015	2690	2498.98	0	0
FBtr0100326	2606	2414.98	0	0
FBtr0100328	3518	3326.98	314.957	3.17022
FBtr0290063	2627	2435.98	0	0
FBtr0290064	2594	2402.98	70.9966	0.989408
FBtr0305189	2663	2471.98	0	0
FBtr0305190	2573	2381.98	33.0798	0.465064
FBtr0305191	4343	4151.98	56.935	0.459211
FBtr0305192	2579	2387.98	2.94073	0.0412394
FBtr0305193	2612	2420.98	0	0
FBtr0305194	2630	2438.98	10.1897	0.139907
FBtr0305195	2651	2459.98	21.9527	0.298844
FBtr0305196	2636	2444.98	0.948359	0.0129893
FBtr0085609	1944	1752.98	492.562	9.40961
FBtr0085610	1889	1697.98	0.438278	0.0086438
FBtr0084619	3826	3634.98	89.0984	0.820835
FBtr0330310	3826	3634.98	89.0984	0.820835
FBtr0334916	11027	10836	723.803	2.23687
FBtr0072367	5370	5178.98	137.811	0.891104
FBtr0072368	5425	5233.98	250.189	1.60075
FBtr0073299	2460	2268.98	1133.72	16.7326
FBtr0073300	818	626.982	284.282	15.1839
FBtr0084639	2387	2195.98	139.923	2.13377
FBtr0084640	2319	2127.98	42.0773	0.662168
FBtr0070822	1637	1445.98	0	0
FBtr0070823	2653	2461.98	4821.28	65.5791
FBtr0100662	2252	2060.98	3578.18	58.1402
FBtr0100663	1928	1736.98	33503.5	645.927
FBtr0345894	2863	2671.98	0	0
FBtr0086029	1626	1434.98	5688	132.74
FBtr0071519	1724	1532.98	44363.8	969.125
FBtr0078478	1543	1351.98	52633.6	1303.71
FBtr0334090	1619	1427.98	1637.35	38.398
FBtr0082785	1567	1375.98	19263.6	468.828
FBtr0082786	1643	1451.98	6062.09	139.814
FBtr0346242	1853	1661.98	145.278	2.92727
FBtr0083143	1595	1403.98	10293.2	245.515
FBtr0079219	4281	4089.98	110.301	0.903118
FBtr0079220	4337	4145.98	0	0
FBtr0079221	4277	4085.98	1397.7	11.4553
FBtr0079431	4480	4288.98	1059.47	8.27225
FBtr0100353	1556	1364.98	290.527	7.12768
FBtr0339663	4718	4526.98	0	0
FBtr0086111	1668	1476.98	36.8496	0.835499
FBtr0086112	1795	1603.98	156.019	3.25737
FBtr0086113	1675	1483.98	423.282	9.55188
FBtr0330252	1668	1476.98	36.8496	0.835499
FBtr0100589	1057	865.982	64448.8	2492.26
FBtr0100590	1001	809.982	26116.9	1079.78
FBtr0100591	2080	1888.98	116.869	2.07185
FBtr0100593	2024	1832.98	7.54038	0.13776
FBtr0100594	1231	1039.98	2660.52	85.6699
FBtr0006151	2080	1888.98	116.869	2.07185
FBtr0100187	2024	1832.98	7.54038	0.13776
FBtr0343699	915	723.982	0	0
FBtr0086744	2291	2099.98	1324	21.1135
FBtr0340288	2241	2049.98	0	0
FBtr0078053	1806	1614.98	16	0.331773
FBtr0083478	2113	1921.98	282.195	4.91687
FBtr0331348	2141	1949.98	16.8049	0.288599
FBtr0084994	2636	2444.98	44403.4	608.176
FBtr0084995	1279	1087.98	17919.5	551.559
FBtr0084999	1483	1291.98	7385.33	191.426
FBtr0085000	1747	1555.98	5404.9	116.325
FBtr0085001	1618	1426.98	609.537	14.3044
FBtr0114544	1736	1544.98	767.195	16.6292
FBtr0306657	1614	1422.98	345.315	8.12651
FBtr0310660	1472	1280.98	166.986	4.36541
FBtr0310661	1615	1423.98	8949.39	210.464
FBtr0339614	2102	1910.98	18850.7	330.338
FBtr0081618	1833	1641.98	0	0
FBtr0081619	1542	1350.98	2.3301e-06	5.77581e-08
FBtr0081620	1526	1334.98	6	0.15051
FBtr0081153	1749	1557.98	14.3635	0.308735
FBtr0081154	1792	1600.98	24.6365	0.515325
FBtr0071331	1422	1230.98	0	0
FBtr0307281	1211	1019.98	140	4.59646
FBtr0086983	1606	1414.98	16411.6	388.409
FBtr0087004	1595	1403.98	44457.1	1060.4
FBtr0345521	1668	1476.98	2630.24	59.636
FBtr0089517	1252	1060.98	2054.77	64.8549
FBtr0089518	1184	992.982	664.67	22.4157
FBtr0089519	1432	1240.98	263.857	7.12019
FBtr0089520	1300	1108.98	161.907	4.88912
FBtr0336797	1456	1264.98	281.732	7.45831
FBtr0336798	1457	1265.98	1349.44	35.6955
FBtr0070025	1244	1052.98	554.889	17.6471
FBtr0301931	1247	1055.98	582.802	18.4822
FBtr0070504	1013	821.982	48	1.95554
FBtr0085611	272	81.051	4128.88	1705.93
FBtr0346141	373	182.035	355.115	65.3286
FBtr0077850	4879	4687.98	637.383	4.55305
FBtr0077851	4266	4074.98	23.8547	0.196036
FBtr0330658	4936	4744.98	32.5803	0.229937
FBtr0330659	4181	3989.98	841.906	7.06611
FBtr0330660	3936	3744.98	124.57	1.11392
FBtr0086058	4114	3922.98	397.787	3.39565
FBtr0086059	2667	2475.98	35.1749	0.475745
FBtr0300504	3089	2897.98	216.434	2.50102
FBtr0335274	2149	1957.98	179.604	3.07182
FBtr0078481	1211	1019.98	26704	876.743
FBtr0334113	1328	1136.98	0	0
FBtr0070109	5422	5230.98	0	0
FBtr0307291	6331	6139.98	857.256	4.67554
FBtr0307292	5251	5059.98	0	0
FBtr0307293	5425	5233.98	613.469	3.92508
FBtr0307294	6324	6132.98	2297.3	12.544
FBtr0307295	5425	5233.98	328.974	2.10483
FBtr0089420	797	605.982	117.228	6.47831
FBtr0346440	894	702.982	0	0
FBtr0346441	924	732.982	5.77151	0.263684
FBtr0080344	3436	3244.98	13990.2	144.377
FBtr0080345	2651	2459.98	0	0
FBtr0080347	2385	2193.98	171.032	2.61056
FBtr0300567	2302	2110.98	0	0
FBtr0331644	3342	3150.98	50.275	0.534311
FBtr0331645	4147	3955.98	183.469	1.55309
FBtr0331646	3381	3189.98	440.045	4.61952
FBtr0331647	3019	2827.98	17.5412	0.207716
FBtr0331648	2431	2239.98	239.384	3.57882
FBtr0331998	3510	3318.98	31.1003	0.313796
FBtr0075517	863	671.982	1133	56.4626
FBtr0076543	2415	2223.98	4031.65	60.7071
FBtr0076544	2246	2054.98	1262.56	20.5747
FBtr0076545	1519	1327.98	75711.8	1909.24
FBtr0076546	2320	2128.98	708.49	11.1442
FBtr0112791	1854	1662.98	542.287	10.9202
FBtr0331550	2110	1918.98	2352.71	41.0569
FBtr0345030	1576	1384.98	6961.51	168.325
FBtr0089988	3116	2924.98	25.0649	0.286966
FBtr0089989	3220	3028.98	0	0
FBtr0089990	3123	2931.98	528.291	6.03392
FBtr0089991	3120	2928.98	2662.28	30.4386
FBtr0089992	3127	2935.98	1110.37	12.6649
FBtr0332583	3211	3019.98	0	0
FBtr0087702	6024	5832.98	823	4.72495
FBtr0081030	1435	1243.98	10410.8	280.259
FBtr0307350	2327	2135.98	114.941	1.80204
FBtr0340229	1356	1164.98	456.218	13.1142
FBtr0076599	1547	1355.98	14728	363.729
FBtr0070075	2430	2238.98	0	0
FBtr0084659	1413	1221.98	259.226	7.10399
FBtr0084660	1949	1757.98	204.584	3.89713
FBtr0306171	1271	1079.98	19.1905	0.595055
FBtr0084692	6338	6146.98	1017	5.54048
FBtr0080165	2825	2633.98	138.47	1.76048
FBtr0112793	2808	2616.98	22.5302	0.288305
FBtr0082483	1577	1385.98	627	15.1495
FBtr0339146	634	442.982	180.153	13.6189
FBtr0346150	727	535.982	69.1589	4.32102
FBtr0346611	578	386.982	5897.69	510.363
FBtr0074372	2575	2383.98	280.381	3.93852
FBtr0080542	2026	1834.98	645.161	11.774
FBtr0309960	2135	1943.98	142.678	2.45783
FBtr0342712	2026	1834.98	645.161	11.774
FBtr0072378	2169	1977.98	82.0139	1.38852
FBtr0072379	3094	2902.98	175.986	2.03012
FBtr0300076	2244	2052.98	0	0
FBtr0084869	1894	1702.98	22	0.432614
FBtr0074388	11772	11581	3715.62	10.7442
FBtr0111000	15831	15640	32.2	0.0689458
FBtr0343763	11877	11686	309.471	0.886836
FBtr0343764	15726	15535	223.49	0.481764
FBtr0081664	1479	1287.98	0	0
FBtr0081665	2499	2307.98	0	0
FBtr0081666	2536	2344.98	15.6111	0.222936
FBtr0081667	2521	2329.98	0	0
FBtr0081668	2514	2322.98	0	0
FBtr0073855	1890	1698.98	1418.62	27.9618
FBtr0300566	852	660.982	763.183	38.6658
FBtr0307296	2003	1811.98	118.955	2.19845
FBtr0332843	1852	1660.98	104.242	2.10168
FBtr0332844	1810	1618.98	0	0
FBtr0070672	4048	3856.98	0	0
FBtr0300608	4421	4229.98	0	0
FBtr0300609	4388	4196.98	41.9018	0.334337
FBtr0308914	5402	5210.98	30.4482	0.195673
FBtr0308915	5390	5198.98	0	0
FBtr0331162	4421	4229.98	0	0
FBtr0343569	5613	5421.98	118.65	0.732821
FBtr0079929	3276	3084.98	47	0.510192
FBtr0329984	3276	3084.98	47	0.510192
FBtr0087782	1474	1282.98	5833.47	152.263
FBtr0087783	992	800.982	6368.53	266.259
FBtr0080803	4022	3830.98	0	0
FBtr0080804	3830	3638.98	14.6225	0.134564
FBtr0080805	3018	2826.98	3629.48	42.9942
FBtr0081002	4149	3957.98	360.803	3.0527
FBtr0305688	3705	3513.98	388.327	3.70072
FBtr0330225	5361	5169.98	563.067	3.6472
FBtr0330226	4149	3957.98	360.803	3.0527
FBtr0084949	3013	2821.98	436	5.17393
FBtr0070261	3867	3675.98	53.9881	0.491827
FBtr0070262	4419	4227.98	0	0
FBtr0070263	4155	3963.98	0	0
FBtr0070265	8223	8031.98	50.8908	0.21218
FBtr0070266	4236	4044.98	0	0
FBtr0300427	4305	4113.98	84.5339	0.688108
FBtr0300428	3981	3789.98	0	0
FBtr0300429	3119	2927.98	0	0
FBtr0303562	9822	9630.98	36.1388	0.125658
FBtr0303563	4213	4021.98	0	0
FBtr0303564	4546	4354.98	56.2325	0.432403
FBtr0308319	4368	4176.98	66.216	0.53087
FBtr0330406	4188	3996.98	0	0
FBtr0332293	4235	4043.98	0	0
