target_id	length	eff_length	est_counts	tpm
FBtr0081624	299	106.396	320	89.1062
FBtr0071763	4847	4654.32	218.3	1.38957
FBtr0071764	5173	4980.32	28.8499	0.171621
FBtr0100521	4665	4472.32	431.925	2.86128
FBtr0342981	3897	3704.32	16.9246	0.135361
FBtr0083387	4458	4265.32	0	0
FBtr0083388	3935	3742.32	232.141	1.83779
FBtr0300485	4559	4366.32	144.217	0.978552
FBtr0306337	5269	5076.32	221.642	1.29356
FBtr0083381	3549	3356.32	79.4962	0.701725
FBtr0083382	3297	3104.32	95.2879	0.9094
FBtr0083383	3250	3057.32	227.359	2.20321
FBtr0083384	4743	4550.32	273.6	1.78138
FBtr0083385	3703	3510.32	59.2446	0.500019
FBtr0330709	2537	2344.32	5.82697	0.0736394
FBtr0346764	2537	2344.32	5.82697	0.0736394
FBtr0075357	6006	5813.32	0	0
FBtr0112790	12564	12371.3	3042.66	7.28655
FBtr0330130	6261	6068.32	0	0
FBtr0330131	5967	5774.32	46.6585	0.239395
FBtr0330132	5913	5720.32	95.9614	0.497005
FBtr0330133	6315	6122.32	0	0
FBtr0330134	5712	5519.32	0	0
FBtr0330135	5658	5465.32	0	0
FBtr0330136	6060	5867.32	0	0
FBtr0345369	12510	12317.3	4305.49	10.356
FBtr0080168	1794	1601.32	281	5.19891
FBtr0070072	917	724.321	1	0.0409028
FBtr0082780	7980	7787.32	2621.33	9.97283
FBtr0300486	4076	3883.32	241.584	1.8431
FBtr0335223	3262	3069.32	65.0833	0.62822
FBtr0074015	2690	2497.32	0	0
FBtr0100326	2606	2413.32	0	0
FBtr0100328	3518	3325.32	216.905	1.9325
FBtr0290063	2627	2434.32	0	0
FBtr0290064	2594	2401.32	4.91777e-05	6.0674e-07
FBtr0305189	2663	2470.32	0	0
FBtr0305190	2573	2380.32	0	0
FBtr0305191	4343	4150.32	95.8683	0.684349
FBtr0305192	2579	2386.32	3.88475e-06	4.82301e-08
FBtr0305193	2612	2419.32	0	0
FBtr0305194	2630	2437.32	1.01593e-07	1.23492e-09
FBtr0305195	2651	2458.32	132.523	1.59712
FBtr0305196	2636	2443.32	13.7038	0.166167
FBtr0085609	1944	1751.32	439.26	7.43088
FBtr0085610	1889	1696.32	81.74	1.42761
FBtr0084619	3826	3633.32	79.7482	0.650281
FBtr0330310	3826	3633.32	79.7482	0.650281
FBtr0334916	11027	10834.3	991.504	2.7113
FBtr0072367	5370	5177.32	147.439	0.843709
FBtr0072368	5425	5232.32	413.561	2.34169
FBtr0073299	2460	2267.32	2013.58	26.3112
FBtr0073300	818	625.321	350.416	16.6022
FBtr0084639	2387	2194.32	257.882	3.48182
FBtr0084640	2319	2126.32	16.1176	0.224572
FBtr0070822	1637	1444.32	0	0
FBtr0070823	2653	2460.32	7429.44	89.464
FBtr0100662	2252	2059.32	5374.68	77.3237
FBtr0100663	1928	1735.32	34732.9	592.988
FBtr0345894	2863	2670.32	0	0
