target_id	length	eff_length	est_counts	tpm
FBtr0081624	299	94.2168	76.5	26.9094
FBtr0071763	4847	4642.2	280.573	2.00305
FBtr0071764	5173	4968.2	19.5599	0.130478
FBtr0100521	4665	4460.2	130.326	0.968384
FBtr0342981	3897	3692.2	20.5412	0.184379
FBtr0083387	4458	4253.2	0	0
FBtr0083388	3935	3730.2	190.414	1.69176
FBtr0300485	4559	4354.2	102.871	0.782984
FBtr0306337	5269	5064.2	199.715	1.30698
FBtr0083381	3549	3344.2	74.561	0.738906
FBtr0083382	3297	3092.2	77.8718	0.834608
FBtr0083383	3250	3045.2	122.206	1.32999
FBtr0083384	4743	4538.2	144.118	1.05246
FBtr0083385	3703	3498.2	29.0549	0.275261
FBtr0330709	2537	2332.2	26.1216	0.371197
FBtr0346764	2537	2332.2	26.1216	0.371197
FBtr0075357	6006	5801.2	0	0
FBtr0112790	12564	12359.2	1801.13	4.82977
FBtr0330130	6261	6056.2	0	0
FBtr0330131	5967	5762.2	47.7669	0.274732
FBtr0330132	5913	5708.2	57.7838	0.335488
FBtr0330133	6315	6110.2	0	0
FBtr0330134	5712	5507.2	0	0
FBtr0330135	5658	5453.2	0	0
FBtr0330136	6060	5855.2	0	0
FBtr0345369	12510	12305.2	1988.44	5.35543
FBtr0080168	1794	1589.2	237	4.94242
FBtr0070072	917	712.203	0	0
FBtr0082780	7980	7775.2	1413.74	6.026
FBtr0300486	4076	3871.2	244.772	2.09549
FBtr0335223	3262	3057.2	90.4858	0.980904
FBtr0074015	2690	2485.2	10.8368	0.144514
FBtr0100326	2606	2401.2	0	0
FBtr0100328	3518	3313.2	163.937	1.63983
FBtr0290063	2627	2422.2	2.16386e-05	2.96067e-07
FBtr0290064	2594	2389.2	147.39	2.04449
FBtr0305189	2663	2458.2	0	0
FBtr0305190	2573	2368.2	0	0
FBtr0305191	4343	4138.2	90.8276	0.727406
FBtr0305192	2579	2374.2	0.00876086	0.000122292
FBtr0305193	2612	2407.2	0	0
FBtr0305194	2630	2425.2	0	0
FBtr0305195	2651	2446.2	0	0
FBtr0305196	2636	2431.2	0	0
FBtr0085609	1944	1739.2	316.219	6.02571
FBtr0085610	1889	1684.2	220.781	4.34448
FBtr0084619	3826	3621.2	74.1464	0.67859
FBtr0330310	3826	3621.2	74.1464	0.67859
FBtr0334916	11027	10822.2	369.707	1.13217
