target_id	length	eff_length	est_counts	tpm
FBtr0081624	299	106.939	189.5	52.1589
FBtr0071763	4847	4654.79	255.758	1.61727
FBtr0071764	5173	4980.79	19.6094	0.115883
FBtr0100521	4665	4472.79	421.881	2.77629
FBtr0342981	3897	3704.79	18.7521	0.148984
FBtr0083387	4458	4265.79	0	0
FBtr0083388	3935	3742.79	260.031	2.04495
FBtr0300485	4559	4366.79	83.1559	0.560511
FBtr0306337	5269	5076.79	228.813	1.32662
FBtr0083381	3549	3356.79	94.4195	0.827925
FBtr0083382	3297	3104.79	124.361	1.17898
FBtr0083383	3250	3057.79	179.377	1.72669
FBtr0083384	4743	4550.79	248.043	1.60433
FBtr0083385	3703	3510.79	61.0226	0.511611
FBtr0330709	2537	2344.79	6.50805	0.081696
FBtr0346764	2537	2344.79	6.50805	0.081696
FBtr0075357	6006	5813.79	0	0
FBtr0112790	12564	12371.8	1728.67	4.11276
FBtr0330130	6261	6068.79	0	0
FBtr0330131	5967	5774.79	8.0791	0.0411795
FBtr0330132	5913	5720.79	110.681	0.569467
FBtr0330133	6315	6122.79	0	0
FBtr0330134	5712	5519.79	0	0
FBtr0330135	5658	5465.79	0	0
FBtr0330136	6060	5867.79	0	0
FBtr0345369	12510	12317.8	5877.78	14.0454
FBtr0080168	1794	1601.79	276	5.07175
FBtr0070072	917	724.788	0	0
FBtr0082780	7980	7787.79	2030.31	7.67364
FBtr0300486	4076	3883.79	88.9341	0.67401
FBtr0335223	3262	3069.79	47.7567	0.457909
FBtr0074015	2690	2497.79	0	0
FBtr0100326	2606	2413.79	0	0
FBtr0100328	3518	3325.79	314.849	2.78652
FBtr0290063	2627	2434.79	0	0
FBtr0290064	2594	2401.79	46.4767	0.569579
FBtr0305189	2663	2470.79	0	0
FBtr0305190	2573	2380.79	0	0
FBtr0305191	4343	4150.79	96.8003	0.686435
FBtr0305192	2579	2386.79	0	0
FBtr0305193	2612	2419.79	0	0
FBtr0305194	2630	2437.79	0	0
FBtr0305195	2651	2458.79	50.8736	0.60901
FBtr0305196	2636	2443.79	0	0
FBtr0085609	1944	1751.79	445.91	7.49237
FBtr0085610	1889	1696.79	199.09	3.45362
FBtr0084619	3826	3633.79	91.8397	0.743917
FBtr0330310	3826	3633.79	91.8397	0.743917
FBtr0334916	11027	10834.8	755.321	2.05194
FBtr0072367	5370	5177.79	171.842	0.976875
FBtr0072368	5425	5232.79	318.158	1.78963
FBtr0073299	2460	2267.79	1895.19	24.5983
FBtr0073300	818	625.788	276.807	13.0198
FBtr0084639	2387	2194.79	131.326	1.76122
FBtr0084640	2319	2126.79	45.6736	0.632113
FBtr0070822	1637	1444.79	0	0
FBtr0070823	2653	2460.79	5048.34	60.3848
FBtr0100662	2252	2059.79	5723.6	81.7901
FBtr0100663	1928	1735.79	33373.1	565.917
FBtr0345894	2863	2670.79	0	0
FBtr0086029	1626	1433.79	6938	142.43
FBtr0071519	1724	1531.79	63223	1214.87
FBtr0078478	1543	1350.79	135551	2953.72
FBtr0334090	1619	1426.79	4929.04	101.685
FBtr0082785	1567	1374.79	31210.4	668.216
FBtr0082786	1643	1450.79	8136.13	165.07
FBtr0346242	1853	1660.79	145.174	2.57293
FBtr0083143	1595	1402.79	15269.3	320.391
FBtr0079219	4281	4088.79	130.463	0.939178
FBtr0079220	4337	4144.79	165.768	1.1772
FBtr0079221	4277	4084.79	1179.77	8.50121
FBtr0079431	4480	4287.79	1082.77	7.43285
FBtr0100353	1556	1363.79	130.233	2.81077
FBtr0339663	4718	4525.79	0	0
FBtr0086111	1668	1475.79	42.3705	0.845071
FBtr0086112	1795	1602.79	122.71	2.2535
FBtr0086113	1675	1482.79	357.549	7.09757
FBtr0330252	1668	1475.79	42.3705	0.845071
FBtr0100589	1057	864.788	47922.9	1631.12
FBtr0100590	1001	808.788	15270.8	555.75
FBtr0100591	2080	1887.79	94.2294	1.46922
FBtr0100593	2024	1831.79	6.15382	0.0988833
FBtr0100594	1231	1038.79	1855.55	52.5775
FBtr0006151	2080	1887.79	94.2294	1.46922
FBtr0100187	2024	1831.79	6.15382	0.0988833
FBtr0343699	915	722.788	0	0
FBtr0086744	2291	2098.79	1509	21.1628
FBtr0340288	2241	2048.79	0	0
FBtr0078053	1806	1613.79	18	0.328306
FBtr0083478	2113	1920.79	337.991	5.1794
FBtr0331348	2141	1948.79	7.00877	0.10586
FBtr0084994	2636	2443.79	38890.2	468.414
FBtr0084995	1279	1086.79	7031.83	190.448
FBtr0084999	1483	1290.79	9614.85	219.251
FBtr0085000	1747	1554.79	6019.6	113.959
FBtr0085001	1618	1425.79	676.619	13.9683
FBtr0114544	1736	1543.79	636.576	12.1371
FBtr0306657	1614	1421.79	201.405	4.16955
FBtr0310660	1472	1279.79	105.29	2.4216
FBtr0310661	1615	1422.79	7236.77	149.712
FBtr0339614	2102	1909.79	1940.71	29.9109
FBtr0081618	1833	1640.79	4.20995	0.0755227
FBtr0081619	1542	1349.79	13.67	0.298096
FBtr0081620	1526	1333.79	16.1201	0.35574
FBtr0081153	1749	1556.79	7.69347	0.145461
FBtr0081154	1792	1599.79	39.3065	0.723195
FBtr0071331	1422	1229.79	17.4851	0.418497
FBtr0307281	1211	1018.79	103.515	2.9907
FBtr0086983	1606	1413.79	10199.5	212.348
FBtr0087004	1595	1402.79	18065.5	379.064
FBtr0345521	1668	1475.79	1960.98	39.1113
FBtr0089517	1252	1059.79	1866.17	51.8305
FBtr0089518	1184	991.788	593.611	17.6172
FBtr0089519	1432	1239.79	337.608	8.01529
FBtr0089520	1300	1107.79	150.705	4.00429
FBtr0336797	1456	1263.79	194.621	4.53283
FBtr0336798	1457	1264.79	1125.35	26.1894
FBtr0070025	1244	1051.79	954.418	26.7094
FBtr0301931	1247	1054.79	823.985	22.9936
FBtr0070504	1013	820.788	25	0.896525
FBtr0085611	272	79.9386	3022.87	1113.06
FBtr0346141	373	180.912	274.127	44.6002
FBtr0077850	4879	4686.79	628.59	3.94771
FBtr0077851	4266	4073.79	68.8823	0.497694
FBtr0330658	4936	4743.79	84.2888	0.522996
FBtr0330659	4181	3988.79	462.027	3.40941
FBtr0330660	3936	3743.79	0	0
FBtr0086058	4114	3921.79	399.914	3.00148
FBtr0086059	2667	2474.79	38.5909	0.458987
FBtr0300504	3089	2896.79	76.8974	0.781355
FBtr0335274	2149	1956.79	421.598	6.34173
FBtr0078481	1211	1018.79	23127.2	668.179
FBtr0334113	1328	1135.79	106.784	2.76733
FBtr0070109	5422	5229.79	0	0
FBtr0307291	6331	6138.79	1207.68	5.79057
FBtr0307292	5251	5058.79	0	0
FBtr0307293	5425	5232.79	767.006	4.31439
FBtr0307294	6324	6131.79	2473.58	11.8738
FBtr0307295	5425	5232.79	446.742	2.51291
FBtr0089420	797	604.788	131.238	6.38718
FBtr0346440	894	701.788	0	0
FBtr0346441	924	731.788	5.76211	0.231766
FBtr0080344	3436	3243.79	18394.1	166.909
FBtr0080345	2651	2458.79	0	0
FBtr0080347	2385	2192.79	98.0603	1.31629
FBtr0300567	2302	2109.79	0	0
FBtr0331644	3342	3149.79	57.007	0.532722
FBtr0331645	4147	3954.79	275.59	2.05113
FBtr0331646	3381	3188.79	203.529	1.87868
FBtr0331647	3019	2826.79	34.4928	0.359161
FBtr0331648	2431	2238.79	65.7921	0.864997
FBtr0331998	3510	3317.79	74.4257	0.660279
