target_id	length	eff_length	est_counts	tpm
FBtr0081624	299	103.582	166.5	59.4002
FBtr0071763	4847	4651.46	76.6725	0.609126
FBtr0071764	5173	4977.46	9.79816	0.0727434
FBtr0100521	4665	4469.46	389.808	3.22295
FBtr0342981	3897	3701.46	14.7209	0.146967
FBtr0083387	4458	4262.46	0	0
FBtr0083388	3935	3739.46	228.321	2.25628
FBtr0300485	4559	4363.46	214.076	1.81299
FBtr0306337	5269	5073.46	78.603	0.572521
FBtr0083381	3549	3353.46	76.6734	0.844906
FBtr0083382	3297	3101.46	69.6353	0.829698
FBtr0083383	3250	3054.46	189.468	2.29223
FBtr0083384	4743	4547.46	213.847	1.73776
FBtr0083385	3703	3507.46	28.4869	0.30013
FBtr0330709	2537	2341.46	0	0
FBtr0346764	2537	2341.46	0	0
FBtr0075357	6006	5810.46	0	0
FBtr0112790	12564	12368.5	926.366	2.76773
FBtr0330130	6261	6065.46	0	0
FBtr0330131	5967	5771.46	18.703	0.119752
FBtr0330132	5913	5717.46	140.645	0.909032
FBtr0330133	6315	6119.46	0	0
FBtr0330134	5712	5516.46	0	0
FBtr0330135	5658	5462.46	0	0
FBtr0330136	6060	5864.46	0	0
FBtr0345369	12510	12314.5	2373.7	7.12307
FBtr0080168	1794	1598.46	214	4.9473
FBtr0070072	917	721.464	1	0.0512204
FBtr0082780	7980	7784.46	1601.93	7.60455
FBtr0300486	4076	3880.46	100.16	0.953822
FBtr0335223	3262	3066.46	42.9058	0.517054
FBtr0074015	2690	2494.46	0	0
FBtr0100326	2606	2410.46	2.84589e-06	4.36289e-08
FBtr0100328	3518	3322.46	389.612	4.33341
FBtr0290063	2627	2431.46	2.78964e-05	4.23973e-07
FBtr0290064	2594	2398.46	137.982	2.12592
FBtr0305189	2663	2467.46	0	0
FBtr0305190	2573	2377.46	16.1145	0.250473
FBtr0305191	4343	4147.46	61.2524	0.545755
FBtr0305192	2579	2383.46	0	0
FBtr0305193	2612	2416.46	0	0
FBtr0305194	2630	2434.46	4.5883	0.0696476
FBtr0305195	2651	2455.46	38.4505	0.578663
FBtr0305196	2636	2440.46	0	0
FBtr0085609	1944	1748.46	317.91	6.71902
FBtr0085610	1889	1693.46	107.09	2.33684
FBtr0084619	3826	3630.46	32.3592	0.329377
FBtr0330310	3826	3630.46	32.3592	0.329377
FBtr0334916	11027	10831.5	463.282	1.58058
FBtr0072367	5370	5174.46	25.5228	0.182272
FBtr0072368	5425	5229.46	243.477	1.72052
FBtr0073299	2460	2264.46	1115.11	18.1974
FBtr0073300	818	622.464	245.89	14.5977
FBtr0084639	2387	2191.46	94.8478	1.59938
FBtr0084640	2319	2123.46	26.1522	0.455114
FBtr0070822	1637	1441.46	0	0
FBtr0070823	2653	2457.46	4989.82	75.0335
FBtr0100662	2252	2056.46	3942.36	70.8422
FBtr0100663	1928	1732.46	30728.8	655.45
FBtr0345894	2863	2667.46	0	0
FBtr0086029	1626	1430.46	5036	130.097
FBtr0071519	1724	1528.46	45365.6	1096.8
FBtr0078478	1543	1347.46	50363	1381.19
FBtr0334090	1619	1423.46	1518.01	39.4081
FBtr0082785	1567	1371.46	21146.7	569.791
FBtr0082786	1643	1447.46	6144.4	156.866
FBtr0346242	1853	1657.46	104.316	2.32575
FBtr0083143	1595	1399.46	11556	305.143
FBtr0079219	4281	4085.46	61.1797	0.55338
FBtr0079220	4337	4141.46	43.6964	0.389897
FBtr0079221	4277	4081.46	1134.12	10.2684
FBtr0079431	4480	4284.46	860.112	7.4185
FBtr0100353	1556	1360.46	221.888	6.02703
FBtr0339663	4718	4522.46	0	0
FBtr0086111	1668	1472.46	38.3293	0.96193
FBtr0086112	1795	1599.46	121.51	2.80734
FBtr0086113	1675	1479.46	296.832	7.41419
FBtr0330252	1668	1472.46	38.3293	0.96193
FBtr0100589	1057	861.464	57287.1	2457.41
FBtr0100590	1001	805.464	33034.3	1515.57
FBtr0100591	2080	1884.46	81.6921	1.60195
FBtr0100593	2024	1828.46	5.63488	0.113882
FBtr0100594	1231	1035.46	3309.88	118.123
FBtr0006151	2080	1884.46	81.6921	1.60195
FBtr0100187	2024	1828.46	5.63488	0.113882
FBtr0343699	915	719.464	0	0
FBtr0086744	2291	2095.46	1189	20.9681
FBtr0340288	2241	2045.46	0	0
FBtr0078053	1806	1610.46	17	0.390082
FBtr0083478	2113	1917.46	361.315	6.96332
FBtr0331348	2141	1945.46	47.0924	0.894509
FBtr0084994	2636	2440.46	40587.6	614.579
FBtr0084995	1279	1083.46	13536.1	461.675
FBtr0084999	1483	1287.46	6516.25	187.034
FBtr0085000	1747	1551.46	6802.47	162.025
FBtr0085001	1618	1422.46	642.404	16.6888
FBtr0114544	1736	1540.46	826.115	19.8174
FBtr0306657	1614	1418.46	246.829	6.43037
FBtr0310660	1472	1276.46	117.102	3.3901
FBtr0310661	1615	1419.46	13295.5	346.128
FBtr0339614	2102	1906.46	14363.6	278.415
FBtr0081618	1833	1637.46	3.14348	0.0709408
FBtr0081619	1542	1346.46	5.85652	0.160732
FBtr0081620	1526	1330.46	0	0
FBtr0081153	1749	1553.46	17.2645	0.410686
FBtr0081154	1792	1596.46	27.7355	0.642
FBtr0071331	1422	1226.46	23.2505	0.700543
FBtr0307281	1211	1015.46	67.7495	2.46547
FBtr0086983	1606	1410.46	11570	303.13
FBtr0087004	1595	1399.46	28428.2	750.662
FBtr0345521	1668	1472.46	3287.83	82.513
FBtr0089517	1252	1056.46	1184.82	41.4435
FBtr0089518	1184	988.464	247.921	9.26853
FBtr0089519	1432	1236.46	477.752	14.2784
FBtr0089520	1300	1104.46	132.434	4.43105
FBtr0336797	1456	1260.46	244.743	7.17527
FBtr0336798	1457	1261.46	1074.79	31.4851
FBtr0070025	1244	1048.46	463.866	16.3492
FBtr0301931	1247	1051.46	549.49	19.3118
FBtr0070504	1013	817.464	40	1.80821
FBtr0085611	272	76.5896	3563.59	1719.39
FBtr0346141	373	177.55	288.412	60.0274
FBtr0077850	4879	4683.46	892.883	7.04506
FBtr0077851	4266	4070.46	251.81	2.28606
FBtr0330658	4936	4740.46	98.337	0.766573
FBtr0330659	4181	3985.46	226.178	2.09715
FBtr0330660	3936	3740.46	12.4004	0.122509
FBtr0086058	4114	3918.46	253.542	2.39107
FBtr0086059	2667	2471.46	28.0919	0.420033
FBtr0300504	3089	2893.46	263.391	3.36388
FBtr0335274	2149	1953.46	188.975	3.57484
FBtr0078481	1211	1015.46	22282	810.863
FBtr0334113	1328	1132.46	0	0
FBtr0070109	5422	5226.46	0	0
FBtr0307291	6331	6135.46	464.646	2.79854
FBtr0307292	5251	5055.46	0	0
FBtr0307293	5425	5229.46	249.196	1.76092
FBtr0307294	6324	6128.46	1729.61	10.4293
FBtr0307295	5425	5229.46	233.547	1.65034
FBtr0089420	797	601.464	59.0634	3.62883
FBtr0346440	894	698.464	7.20065	0.380966
FBtr0346441	924	728.464	5.73593	0.290974
FBtr0080344	3436	3240.46	16745.5	190.963
FBtr0080345	2651	2455.46	0	0
FBtr0080347	2385	2189.46	224.102	3.78238
FBtr0300567	2302	2106.46	0	0
FBtr0331644	3342	3146.46	37.0633	0.43529
FBtr0331645	4147	3951.46	173.708	1.6245
FBtr0331646	3381	3185.46	365.417	4.23909
FBtr0331647	3019	2823.46	27.286	0.357121
FBtr0331648	2431	2235.46	274.888	4.54408
FBtr0331998	3510	3314.46	38.0036	0.423711
FBtr0075517	863	667.464	1026	56.8038
FBtr0076543	2415	2219.46	3780.18	62.9392
FBtr0076544	2246	2050.46	1326.67	23.9094
FBtr0076545	1519	1323.46	71079.2	1984.67
FBtr0076546	2320	2124.46	596.705	10.3793
FBtr0112791	1854	1658.46	472.275	10.5232
FBtr0331550	2110	1914.46	1913.77	36.9403
FBtr0345030	1576	1380.46	4077.24	109.144
FBtr0089988	3116	2920.46	0	0
FBtr0089989	3220	3024.46	0	0
FBtr0089990	3123	2927.46	495.202	6.25098
FBtr0089991	3120	2924.46	2533.77	32.0169
FBtr0089992	3127	2931.46	756.026	9.53037
FBtr0332583	3211	3015.46	0	0
FBtr0087702	6024	5828.46	634	4.01969
FBtr0081030	1435	1239.46	4350.3	129.701
FBtr0307350	2327	2131.46	126.645	2.19568
FBtr0340229	1356	1160.46	583.052	18.5666
FBtr0076599	1547	1351.46	8485	232.009
FBtr0070075	2430	2234.46	1	0.016538
