target_id	length	eff_length	est_counts	tpm
FBtr0081624	299	105.745	478	136.131
FBtr0071763	4847	4653.73	153.42	0.992819
FBtr0071764	5173	4979.73	58.8157	0.355695
FBtr0100521	4665	4471.73	375.447	2.5285
FBtr0342981	3897	3703.73	12.3176	0.100156
FBtr0083387	4458	4264.73	0	0
FBtr0083388	3935	3741.73	202.459	1.6295
FBtr0300485	4559	4365.73	202.67	1.39805
FBtr0306337	5269	5075.73	185.872	1.10282
FBtr0083381	3549	3355.73	87.64	0.786512
FBtr0083382	3297	3103.73	120.815	1.17227
FBtr0083383	3250	3056.73	189.9	1.87093
FBtr0083384	4743	4549.73	263.802	1.74616
FBtr0083385	3703	3509.73	38.1576	0.327414
FBtr0330709	2537	2343.73	0	0
FBtr0346764	2537	2343.73	0	0
FBtr0075357	6006	5812.73	0	0
FBtr0112790	12564	12370.7	3068.92	7.47102
FBtr0330130	6261	6067.73	0	0
FBtr0330131	5967	5773.73	67.9516	0.354432
FBtr0330132	5913	5719.73	69.0889	0.363766
FBtr0330133	6315	6121.73	0	0
FBtr0330134	5712	5518.73	0	0
FBtr0330135	5658	5464.73	0	0
FBtr0330136	6060	5866.73	0	0
FBtr0345369	12510	12316.7	3132.57	7.65941
FBtr0080168	1794	1600.73	277	5.21136
FBtr0070072	917	723.733	1	0.0416114
FBtr0082780	7980	7786.73	2444.97	9.45601
FBtr0300486	4076	3882.73	306.212	2.37506
FBtr0335223	3262	3068.73	128.82	1.26419
FBtr0074015	2690	2496.73	0	0
FBtr0100326	2606	2412.73	0	0
FBtr0100328	3518	3324.73	436.036	3.94963
FBtr0290063	2627	2433.73	6.50849e-06	8.05374e-08
FBtr0290064	2594	2400.73	93.2968	1.17034
FBtr0305189	2663	2469.73	0	0
FBtr0305190	2573	2379.73	0	0
FBtr0305191	4343	4149.73	66.5489	0.48296
FBtr0305192	2579	2385.73	0	0
FBtr0305193	2612	2418.73	0	0
FBtr0305194	2630	2436.73	0	0
FBtr0305195	2651	2457.73	43.1181	0.528342
FBtr0305196	2636	2442.73	0	0
FBtr0085609	1944	1750.73	508.845	8.75298
FBtr0085610	1889	1695.73	42.1547	0.74865
FBtr0084619	3826	3632.73	80.2198	0.665026
FBtr0330310	3826	3632.73	80.2198	0.665026
FBtr0334916	11027	10833.7	860.56	2.39218
FBtr0072367	5370	5176.73	205.62	1.19619
FBtr0072368	5425	5231.73	339.38	1.95358
FBtr0073299	2460	2266.73	1432.62	19.0335
FBtr0073300	818	624.733	321.385	15.4925
FBtr0084639	2387	2193.73	107.828	1.48026
FBtr0084640	2319	2125.73	69.1723	0.979972
FBtr0070822	1637	1443.73	0	0
FBtr0070823	2653	2459.73	8966.38	109.779
FBtr0100662	2252	2058.73	2337.9	34.1992
FBtr0100663	1928	1734.73	37002.7	642.379
FBtr0345894	2863	2669.73	0	0
FBtr0086029	1626	1432.73	6081	127.82
FBtr0071519	1724	1530.73	41946	825.242
FBtr0078478	1543	1349.73	52308.2	1167.11
FBtr0334090	1619	1425.73	1995.81	42.1571
FBtr0082785	1567	1373.73	19236	421.7
FBtr0082786	1643	1449.73	7360.7	152.905
FBtr0346242	1853	1659.73	139.278	2.52718
FBtr0083143	1595	1401.73	11972	257.212
FBtr0079219	4281	4087.73	0	0
FBtr0079220	4337	4143.73	75.8749	0.551438
FBtr0079221	4277	4083.73	1691.1	12.471
FBtr0079431	4480	4286.73	1501.77	10.5503
FBtr0100353	1556	1362.73	253.234	5.59631
FBtr0339663	4718	4524.73	0	0
FBtr0086111	1668	1474.73	35.8737	0.732575
FBtr0086112	1795	1601.73	168.065	3.15993
FBtr0086113	1675	1481.73	374.188	7.60518
FBtr0330252	1668	1474.73	35.8737	0.732575
FBtr0100589	1057	863.733	84312.7	2939.7
FBtr0100590	1001	807.733	12290.1	458.224
FBtr0100591	2080	1886.73	131.172	2.09373
FBtr0100593	2024	1830.73	4.25486	0.0699923
FBtr0100594	1231	1037.73	2721.34	78.9746
FBtr0006151	2080	1886.73	131.172	2.09373
FBtr0100187	2024	1830.73	4.25486	0.0699923
FBtr0343699	915	721.733	0	0
FBtr0086744	2291	2097.73	1402	20.1274
FBtr0340288	2241	2047.73	0	0
FBtr0078053	1806	1612.73	14	0.26143
FBtr0083478	2113	1919.73	271.052	4.25208
FBtr0331348	2141	1947.73	11.2354	0.173719
FBtr0084994	2636	2442.73	45304.9	558.547
FBtr0084995	1279	1085.73	18568.4	515.042
FBtr0084999	1483	1289.73	7261.35	169.554
FBtr0085000	1747	1553.73	5973.88	115.79
FBtr0085001	1618	1424.73	860.538	18.1897
FBtr0114544	1736	1542.73	997.942	19.4807
FBtr0306657	1614	1420.73	421.698	8.93881
FBtr0310660	1472	1278.73	237.205	5.58643
FBtr0310661	1615	1421.73	12518.4	265.167
FBtr0339614	2102	1908.73	15950.3	251.661
FBtr0081618	1833	1639.73	10.6823	0.196192
FBtr0081619	1542	1348.73	7.3137e-07	1.63306e-08
FBtr0081620	1526	1332.73	1.3177	0.0297758
FBtr0081153	1749	1555.73	0	0
FBtr0081154	1792	1598.73	48	0.904181
FBtr0071331	1422	1228.73	11.6468	0.285455
FBtr0307281	1211	1017.73	116.353	3.44298
FBtr0086983	1606	1412.73	20185.3	430.295
FBtr0087004	1595	1401.73	49663	1066.98
FBtr0345521	1668	1474.73	3171.69	64.769
FBtr0089517	1252	1058.73	1924.28	54.7358
FBtr0089518	1184	990.733	387.139	11.7679
FBtr0089519	1432	1238.73	387.809	9.42823
FBtr0089520	1300	1106.73	217.518	5.91893
FBtr0336797	1456	1262.73	288.558	6.88196
FBtr0336798	1457	1263.73	1505.2	35.8698
FBtr0070025	1244	1050.73	576.819	16.5325
FBtr0301931	1247	1053.73	753.181	21.5258
FBtr0070504	1013	819.733	39	1.43279
FBtr0085611	272	78.745	5041.85	1928.22
FBtr0346141	373	179.733	338.152	56.6598
FBtr0077850	4879	4685.73	918.749	5.90486
FBtr0077851	4266	4072.73	57.9637	0.428608
FBtr0330658	4936	4742.73	79.5482	0.505117
FBtr0330659	4181	3987.73	670.468	5.0634
FBtr0330660	3936	3742.73	126.104	1.01468
FBtr0086058	4114	3920.73	349.114	2.68157
FBtr0086059	2667	2473.73	39.4187	0.479887
FBtr0300504	3089	2895.73	317.573	3.30275
FBtr0335274	2149	1955.73	233.895	3.60164
FBtr0078481	1211	1017.73	29043	859.405
FBtr0334113	1328	1134.73	0	0
FBtr0070109	5422	5228.73	0	0
FBtr0307291	6331	6137.73	1207.99	5.92715
FBtr0307292	5251	5057.73	0	0
FBtr0307293	5425	5231.73	987.271	5.68304
FBtr0307294	6324	6130.73	2473.88	12.1522
FBtr0307295	5425	5231.73	381.861	2.19811
FBtr0089420	797	603.733	104.29	5.20224
FBtr0346440	894	700.733	14.4481	0.620938
FBtr0346441	924	730.733	17.2614	0.71139
FBtr0080344	3436	3242.73	15711.6	145.915
FBtr0080345	2651	2457.73	0	0
FBtr0080347	2385	2191.73	203.864	2.80119
FBtr0300567	2302	2108.73	0	0
FBtr0331644	3342	3148.73	52.5019	0.502146
FBtr0331645	4147	3953.73	118.591	0.903308
FBtr0331646	3381	3187.73	472.565	4.46447
FBtr0331647	3019	2825.73	5.19856	0.0554042
FBtr0331648	2431	2237.73	294.93	3.96918
FBtr0331998	3510	3316.73	31.7409	0.288203
FBtr0075517	863	669.733	1077	48.4289
FBtr0076543	2415	2221.73	4140.78	56.1282
FBtr0076544	2246	2052.73	1673.07	24.5456
FBtr0076545	1519	1325.73	74696.6	1696.82
FBtr0076546	2320	2126.73	976.784	13.8317
FBtr0112791	1854	1660.73	600.881	10.8963
FBtr0331550	2110	1916.73	3382.58	53.1468
FBtr0345030	1576	1382.73	6822.27	148.587
FBtr0089988	3116	2922.73	22.5983	0.23285
FBtr0089989	3220	3026.73	0	0
FBtr0089990	3123	2929.73	658.092	6.76471
FBtr0089991	3120	2926.73	3114.83	32.051
FBtr0089992	3127	2933.73	1085.48	11.1427
FBtr0332583	3211	3017.73	0	0
FBtr0087702	6024	5830.73	873	4.50901
FBtr0081030	1435	1241.73	14691.5	356.311
FBtr0307350	2327	2133.73	169.837	2.39709
FBtr0340229	1356	1162.73	461.64	11.9568
FBtr0076599	1547	1353.73	18393	409.176
FBtr0070075	2430	2236.73	4	0.0538562
FBtr0084659	1413	1219.73	363.065	8.96418
FBtr0084660	1949	1755.73	220.935	3.78962
FBtr0306171	1271	1077.73	0	0
FBtr0084692	6338	6144.73	1182	5.79301
FBtr0080165	2825	2631.73	121.858	1.39445
FBtr0112793	2808	2614.73	13.1416	0.15136
FBtr0082483	1577	1383.73	677	14.7342
FBtr0339146	634	440.733	660.93	45.1617
FBtr0346150	727	533.733	57.3906	3.23823
FBtr0346611	578	384.733	7524.68	589.005
FBtr0074372	2575	2381.73	281.849	3.5638
FBtr0080542	2026	1832.73	586.616	9.63928
FBtr0309960	2135	1941.73	213.769	3.31547
FBtr0342712	2026	1832.73	586.616	9.63928
FBtr0072378	2169	1975.73	112.5	1.7148
FBtr0072379	3094	2900.73	164.159	1.70431
FBtr0300076	2244	2050.73	10.3409	0.151859
FBtr0084869	1894	1700.73	23	0.407269
FBtr0074388	11772	11578.7	4047.5	10.5273
FBtr0111000	15831	15637.7	44.5658	0.0858257
FBtr0343763	11877	11683.7	676.066	1.7426
FBtr0343764	15726	15532.7	180.259	0.349493
FBtr0081664	1479	1285.73	0	0
FBtr0081665	2499	2305.73	0	0
FBtr0081666	2536	2342.73	26.638	0.342427
FBtr0081667	2521	2327.73	0	0
FBtr0081668	2514	2320.73	0	0
FBtr0073855	1890	1696.73	1499.45	26.6138
FBtr0300566	852	658.733	631.232	28.8582
FBtr0307296	2003	1809.73	125.182	2.08313
FBtr0332843	1852	1658.73	93.1288	1.69082
FBtr0332844	1810	1616.73	43.012	0.801201
FBtr0070672	4048	3854.73	0	0
FBtr0300608	4421	4227.73	0	0
FBtr0300609	4388	4194.73	81.1528	0.582625
FBtr0308914	5402	5208.73	66.5902	0.385007
FBtr0308915	5390	5196.73	0	0
FBtr0331162	4421	4227.73	0	0
FBtr0343569	5613	5419.73	125.257	0.696008
FBtr0079929	3276	3082.73	45.5	0.444494
FBtr0329984	3276	3082.73	45.5	0.444494
FBtr0087782	1474	1280.73	6494.78	152.72
FBtr0087783	992	798.733	6530.22	246.216
FBtr0080803	4022	3828.73	0	0
FBtr0080804	3830	3636.73	19.4264	0.160868
FBtr0080805	3018	2824.73	3567.84	38.038
FBtr0081002	4149	3955.73	401.057	3.0533
FBtr0305688	3705	3511.73	370.304	3.17561
FBtr0330225	5361	5167.73	720.583	4.19927
FBtr0330226	4149	3955.73	401.057	3.0533
FBtr0084949	3013	2819.73	539	5.75666
FBtr0070261	3867	3673.73	9.39475	0.0770136
FBtr0070262	4419	4225.73	0	0
FBtr0070263	4155	3961.73	0	0
FBtr0070265	8223	8029.73	52.415	0.196583
FBtr0070266	4236	4042.73	0	0
FBtr0300427	4305	4111.73	112.65	0.825083
FBtr0300428	3981	3787.73	0	0
FBtr0300429	3119	2925.73	0	0
FBtr0303562	9822	9628.73	74.8377	0.234068
FBtr0303563	4213	4019.73	10.0143	0.0750262
FBtr0303564	4546	4352.73	112.071	0.775393
FBtr0308319	4368	4174.73	31.6169	0.228076
FBtr0330406	4188	3994.73	0	0
FBtr0332293	4235	4041.73	0	0
FBtr0075523	5327	5133.73	272.059	1.59595
FBtr0075524	5322	5128.73	136.962	0.804232
FBtr0075525	5339	5145.73	416.209	2.43587
FBtr0075526	5553	5359.73	30.7725	0.172906
FBtr0330160	5339	5145.73	416.209	2.43587
FBtr0333580	5351	5157.73	60.7874	0.354932
FBtr0075621	532	338.733	0	0
FBtr0070638	1450	1256.73	140	3.35487
FBtr0077423	1352	1158.73	0	0
FBtr0079084	4585	4391.73	350.853	2.40591
FBtr0079085	4065	3871.73	61.0766	0.475072
FBtr0302567	2514	2320.73	3.63602	0.0471836
FBtr0302568	4549	4355.73	80.2923	0.55514
