target_id	length	eff_length	est_counts	tpm
FBtr0081624	299	99.0452	265.5	75.8794
FBtr0071763	4847	4646.89	153.194	0.933196
FBtr0071764	5173	4972.89	29.3675	0.167167
FBtr0100521	4665	4464.89	325.18	2.06161
FBtr0342981	3897	3696.89	19.2587	0.147463
FBtr0083387	4458	4257.89	0	0
FBtr0083388	3935	3734.89	197.79	1.49906
FBtr0300485	4559	4358.89	176.171	1.14407
FBtr0306337	5269	5068.89	207.039	1.1562
FBtr0083381	3549	3348.89	90.7388	0.766981
FBtr0083382	3297	3096.89	88.8132	0.811792
FBtr0083383	3250	3049.89	147.355	1.36764
FBtr0083384	4743	4542.89	199.194	1.24118
FBtr0083385	3703	3502.89	64.0971	0.51797
FBtr0330709	2537	2336.89	35.765	0.433224
FBtr0346764	2537	2336.89	35.765	0.433224
FBtr0075357	6006	5805.89	0	0
FBtr0112790	12564	12363.9	2104.37	4.81793
FBtr0330130	6261	6060.89	0	0
FBtr0330131	5967	5766.89	78.9896	0.387723
FBtr0330132	5913	5712.89	73.5739	0.364553
FBtr0330133	6315	6114.89	0	0
FBtr0330134	5712	5511.89	0	0
FBtr0330135	5658	5457.89	0	0
FBtr0330136	6060	5859.89	0	0
FBtr0345369	12510	12309.9	2056.15	4.72817
FBtr0080168	1794	1593.89	260	4.61751
FBtr0070072	917	716.969	0	0
FBtr0082780	7980	7779.89	1837.34	6.68513
FBtr0300486	4076	3875.89	289.729	2.11599
FBtr0335223	3262	3061.89	119.926	1.10871
FBtr0074015	2690	2489.89	15.4116	0.175211
FBtr0100326	2606	2405.89	0	0
FBtr0100328	3518	3317.89	196.607	1.67737
FBtr0290063	2627	2426.89	73.2859	0.854797
FBtr0290064	2594	2393.89	34.4919	0.407855
FBtr0305189	2663	2462.89	0	0
FBtr0305190	2573	2372.89	0	0
FBtr0305191	4343	4142.89	87.283	0.596374
FBtr0305192	2579	2378.89	1.33233e-06	1.58536e-08
FBtr0305193	2612	2411.89	0	0
FBtr0305194	2630	2429.89	0	0
FBtr0305195	2651	2450.89	42.9208	0.49572
