target_id	length	eff_length	est_counts	tpm
FBtr0081624	299	117.641	300	89.0211
FBtr0071763	4847	4665.55	179.444	1.34263
FBtr0071764	5173	4991.55	19.6518	0.137434
FBtr0100521	4665	4483.55	376.614	2.93227
FBtr0342981	3897	3715.55	10.2895	0.0966722
FBtr0083387	4458	4276.55	6.75649	0.0551514
FBtr0083388	3935	3753.55	211.25	1.96465
FBtr0300485	4559	4377.55	226.351	1.80501
FBtr0306337	5269	5087.55	157.642	1.08167
FBtr0083381	3549	3367.55	78.3206	0.811878
FBtr0083382	3297	3115.55	39.0299	0.437312
FBtr0083383	3250	3068.55	262.847	2.99019
FBtr0083384	4743	4561.55	277.559	2.12408
FBtr0083385	3703	3521.55	47.7526	0.473361
FBtr0330709	2537	2355.55	2.57782e-08	3.82023e-10
FBtr0346764	2537	2355.55	2.57782e-08	3.82023e-10
FBtr0075357	6006	5824.55	0	0
FBtr0112790	12564	12382.6	2451.26	6.91049
FBtr0330130	6261	6079.55	0	0
FBtr0330131	5967	5785.55	45.9242	0.277093
FBtr0330132	5913	5731.55	108.225	0.659147
FBtr0330133	6315	6133.55	0	0
FBtr0330134	5712	5530.55	0	0
FBtr0330135	5658	5476.55	0	0
FBtr0330136	6060	5878.55	0	0
FBtr0345369	12510	12328.6	3687.98	10.4425
FBtr0080168	1794	1612.55	239	5.17384
FBtr0070072	917	735.553	0	0
FBtr0082780	7980	7798.55	2328.58	10.4233
FBtr0300486	4076	3894.55	361.967	3.24444
FBtr0335223	3262	3080.55	74.4551	0.843714
FBtr0074015	2690	2508.55	0	0
FBtr0100326	2606	2424.55	0	0
FBtr0100328	3518	3336.55	326.981	3.42101
FBtr0290063	2627	2445.55	1.56138e-06	2.22875e-08
FBtr0290064	2594	2412.55	18.033	0.260928
FBtr0305189	2663	2481.55	0	0
FBtr0305190	2573	2391.55	0	0
FBtr0305191	4343	4161.55	42.4654	0.356212
FBtr0305192	2579	2397.55	0	0
FBtr0305193	2612	2430.55	0	0
FBtr0305194	2630	2448.55	0	0
FBtr0305195	2651	2469.55	129.52	1.83083
FBtr0305196	2636	2454.55	0	0
FBtr0085609	1944	1762.55	404.286	8.0071
FBtr0085610	1889	1707.55	46.7143	0.955003
FBtr0084619	3826	3644.55	66.2542	0.634598
FBtr0330310	3826	3644.55	66.2542	0.634598
FBtr0334916	11027	10845.6	736.492	2.37053
