target_id	length	eff_length	est_counts	tpm
FBtr0081624	299	110.035	174.5	48.4051
FBtr0071763	4847	4657.94	102.372	0.670833
FBtr0071764	5173	4983.94	9.81091	0.0600844
FBtr0100521	4665	4475.94	500.401	3.41239
FBtr0342981	3897	3707.94	7.41567	0.061044
FBtr0083387	4458	4268.94	0	0
FBtr0083388	3935	3745.94	294.463	2.39936
FBtr0300485	4559	4369.94	1.28208	0.00895497
FBtr0306337	5269	5079.94	369.255	2.21867
FBtr0083381	3549	3359.94	68.4098	0.621458
FBtr0083382	3297	3107.94	138.385	1.35906
FBtr0083383	3250	3060.94	188.807	1.88273
FBtr0083384	4743	4553.94	249.92	1.67509
FBtr0083385	3703	3513.94	86.791	0.753885
FBtr0330709	2537	2347.94	0.0172343	0.000224043
FBtr0346764	2537	2347.94	0.0172343	0.000224043
FBtr0075357	6006	5816.94	0	0
FBtr0112790	12564	12374.9	1840.76	4.54025
FBtr0330130	6261	6071.94	0	0
FBtr0330131	5967	5777.94	8.13971	0.0429993
FBtr0330132	5913	5723.94	76.6488	0.408729
FBtr0330133	6315	6125.94	0	0
FBtr0330134	5712	5522.94	0	0
FBtr0330135	5658	5468.94	0	0
FBtr0330136	6060	5870.94	0	0
FBtr0345369	12510	12320.9	5275.17	13.0683
FBtr0080168	1794	1604.94	257	4.88763
FBtr0070072	917	727.945	0	0
FBtr0082780	7980	7790.94	2197.92	8.61089
FBtr0300486	4076	3886.94	51.7493	0.40637
FBtr0335223	3262	3072.94	50.3273	0.49989
FBtr0074015	2690	2500.94	0	0
FBtr0100326	2606	2416.94	0	0
FBtr0100328	3518	3328.94	194.903	1.78705
FBtr0290063	2627	2437.94	0	0
FBtr0290064	2594	2404.94	70.2453	0.891534
FBtr0305189	2663	2473.94	0	0
FBtr0305190	2573	2383.94	7.19925	0.0921757
FBtr0305191	4343	4153.94	125.43	0.921652
FBtr0305192	2579	2389.94	13.5335	0.172842
FBtr0305193	2612	2422.94	0	0
FBtr0305194	2630	2440.94	3.04906	0.0381271
FBtr0305195	2651	2461.94	28.9895	0.359408
FBtr0305196	2636	2446.94	5.6503	0.0704812
FBtr0085609	1944	1754.94	571.995	9.94843
FBtr0085610	1889	1699.94	0.00489758	8.79371e-05
FBtr0084619	3826	3636.94	135.673	1.13863
FBtr0330310	3826	3636.94	135.673	1.13863
FBtr0334916	11027	10837.9	1086.65	3.06034
FBtr0072367	5370	5180.94	296.436	1.74642
FBtr0072368	5425	5235.94	217.564	1.26828
FBtr0073299	2460	2270.94	2172.16	29.1952
FBtr0073300	818	628.945	449.835	21.8306
FBtr0084639	2387	2197.94	122.713	1.70412
FBtr0084640	2319	2129.94	116.287	1.66644
FBtr0070822	1637	1447.94	0	0
FBtr0070823	2653	2463.94	5529.97	68.5042
FBtr0100662	2252	2062.94	7448.43	110.205
FBtr0100663	1928	1738.94	22101.6	387.939
FBtr0345894	2863	2673.94	0	0
FBtr0086029	1626	1436.94	5883	124.964
FBtr0071519	1724	1534.94	56580	1125.11
FBtr0078478	1543	1353.94	89956.7	2027.95
FBtr0334090	1619	1429.94	6334.3	135.209
FBtr0082785	1567	1377.94	21111.5	467.64
FBtr0082786	1643	1453.94	6181.37	129.767
FBtr0346242	1853	1663.94	314.171	5.76306
FBtr0083143	1595	1405.94	14082	305.719
FBtr0079219	4281	4091.94	96.3155	0.718442
FBtr0079220	4337	4147.94	29.4244	0.216521
FBtr0079221	4277	4087.94	959.26	7.16238
FBtr0079431	4480	4290.94	1067.75	7.59525
FBtr0100353	1556	1366.94	94.2501	2.10454
FBtr0339663	4718	4528.94	0	0
FBtr0086111	1668	1478.94	48.9953	1.01118
FBtr0086112	1795	1605.94	126.348	2.40139
FBtr0086113	1675	1485.94	307.662	6.3197
FBtr0330252	1668	1478.94	48.9953	1.01118
FBtr0100589	1057	867.945	57593.9	2025.4
FBtr0100590	1001	811.945	4022.58	151.218
FBtr0100591	2080	1890.94	144.971	2.34006
FBtr0100593	2024	1834.94	3.71466	0.0617905
FBtr0100594	1231	1041.94	2479.12	72.6237
FBtr0006151	2080	1890.94	144.971	2.34006
FBtr0100187	2024	1834.94	3.71466	0.0617905
FBtr0343699	915	725.945	0	0
FBtr0086744	2291	2101.94	1181	17.1496
