target_id	length	eff_length	est_counts	tpm
FBtr0081624	299	103.118	174	49.4724
FBtr0071763	4847	4651.06	379.845	2.39444
FBtr0071764	5173	4977.06	37.2703	0.219553
FBtr0100521	4665	4469.06	153.612	1.00776
FBtr0342981	3897	3701.06	14.2727	0.113065
FBtr0083387	4458	4262.06	0	0
FBtr0083388	3935	3739.06	252.646	1.98106
FBtr0300485	4559	4363.06	0.0064225	4.31581e-05
FBtr0306337	5269	5073.06	296.348	1.7127
FBtr0083381	3549	3353.06	89.0491	0.778641
FBtr0083382	3297	3101.06	150.052	1.41866
FBtr0083383	3250	3054.06	161.155	1.54709
FBtr0083384	4743	4547.06	228.135	1.47099
FBtr0083385	3703	3507.06	42.8039	0.35784
FBtr0330709	2537	2341.06	0.0105881	0.000132604
FBtr0346764	2537	2341.06	0.0105881	0.000132604
FBtr0075357	6006	5810.06	0	0
FBtr0112790	12564	12368.1	1346.72	3.19245
FBtr0330130	6261	6065.06	0	0
FBtr0330131	5967	5771.06	0.851845	0.00432767
FBtr0330132	5913	5717.06	42.7715	0.219347
FBtr0330133	6315	6119.06	0	0
FBtr0330134	5712	5516.06	0	0
FBtr0330135	5658	5462.06	0	0
FBtr0330136	6060	5864.06	0	0
FBtr0345369	12510	12314.1	8399.87	19.9996
FBtr0080168	1794	1598.06	238	4.36649
FBtr0070072	917	721.06	0	0
FBtr0082780	7980	7784.06	2097.9	7.90183
FBtr0300486	4076	3880.06	47.6225	0.359851
FBtr0335223	3262	3066.06	63.4775	0.607
FBtr0074015	2690	2494.06	21.129	0.248383
FBtr0100326	2606	2410.06	0	0
FBtr0100328	3518	3322.06	186.894	1.64944
FBtr0290063	2627	2431.06	0	0
FBtr0290064	2594	2398.06	0	0
FBtr0305189	2663	2467.06	0	0
FBtr0305190	2573	2377.06	0	0
FBtr0305191	4343	4147.06	71.0052	0.501994
FBtr0305192	2579	2383.06	0	0
FBtr0305193	2612	2416.06	0	0
FBtr0305194	2630	2434.06	0	0
FBtr0305195	2651	2455.06	126.91	1.5156
FBtr0305196	2636	2440.06	0.0613281	0.000736899
FBtr0085609	1944	1748.06	577.984	9.69413
FBtr0085610	1889	1693.06	4.0157	0.0695406
FBtr0084619	3826	3630.06	80.9631	0.653917
FBtr0330310	3826	3630.06	80.9631	0.653917
FBtr0334916	11027	10831.1	943.074	2.55284
FBtr0072367	5370	5174.06	96.195	0.545092
FBtr0072368	5425	5229.06	353.805	1.98376
FBtr0073299	2460	2264.06	1731.67	22.4247
FBtr0073300	818	622.06	275.331	12.9769
FBtr0084639	2387	2191.06	98.8434	1.32264
FBtr0084640	2319	2123.06	129.157	1.78363
FBtr0070822	1637	1441.06	0	0
FBtr0070823	2653	2457.06	5556.3	66.3008
FBtr0100662	2252	2056.06	5566.9	79.3829
FBtr0100663	1928	1732.06	25777	436.333
FBtr0345894	2863	2667.06	8.81295	0.0968807
FBtr0086029	1626	1430.06	6105	125.164
FBtr0071519	1724	1528.06	51354	985.333
FBtr0078478	1543	1347.06	86633	1885.58
FBtr0334090	1619	1423.06	4627.98	95.3493
FBtr0082785	1567	1371.06	21053.4	450.21
FBtr0082786	1643	1447.06	6783.54	137.442
FBtr0346242	1853	1657.06	139.054	2.46034
FBtr0083143	1595	1399.06	23021	482.433
FBtr0079219	4281	4085.06	35.7545	0.256615
FBtr0079220	4337	4141.06	218.907	1.54988
FBtr0079221	4277	4081.06	814.339	5.85034
FBtr0079431	4480	4284.06	988.438	6.76462
FBtr0100353	1556	1360.06	165.561	3.56902
FBtr0339663	4718	4522.06	38.0005	0.246378
FBtr0086111	1668	1472.06	30.5737	0.608937
FBtr0086112	1795	1599.06	158.538	2.90682
FBtr0086113	1675	1479.06	292.314	5.79446
FBtr0330252	1668	1472.06	30.5737	0.608937
FBtr0100589	1057	861.06	56154.4	1912.05
FBtr0100590	1001	805.06	3607.35	131.374
FBtr0100591	2080	1884.06	108.698	1.69151
FBtr0100593	2024	1828.06	2.64401	0.0424054
FBtr0100594	1231	1035.06	1992.59	56.442
FBtr0006151	2080	1884.06	108.698	1.69151
FBtr0100187	2024	1828.06	2.64401	0.0424054
FBtr0343699	915	719.06	0	0
FBtr0086744	2291	2095.06	1179	16.4993
FBtr0340288	2241	2045.06	0	0
