target_id	length	eff_length	est_counts	tpm
FBtr0081624	299	108.844	239.5	71.4068
FBtr0071763	4847	4656.73	102.346	0.713223
FBtr0071764	5173	4982.73	39.2341	0.255525
FBtr0100521	4665	4474.73	523.394	3.79576
FBtr0342981	3897	3706.73	22.0266	0.192839
FBtr0083387	4458	4267.73	0	0
FBtr0083388	3935	3744.73	237.841	2.06112
FBtr0300485	4559	4368.73	164.943	1.22522
FBtr0306337	5269	5078.73	150.216	0.959838
FBtr0083381	3549	3358.73	84.009	0.811686
FBtr0083382	3297	3106.73	125.19	1.30769
FBtr0083383	3250	3059.73	129.089	1.36912
FBtr0083384	4743	4552.73	234.833	1.67388
FBtr0083385	3703	3512.73	53.0326	0.489931
FBtr0330709	2537	2346.73	0	0
FBtr0346764	2537	2346.73	0	0
FBtr0075357	6006	5815.73	0	0
FBtr0112790	12564	12373.7	2753.67	7.22185
FBtr0330130	6261	6070.73	0	0
FBtr0330131	5967	5776.73	50.3454	0.282823
FBtr0330132	5913	5722.73	98.259	0.557194
FBtr0330133	6315	6124.73	0	0
FBtr0330134	5712	5521.73	0	0
FBtr0330135	5658	5467.73	0	0
FBtr0330136	6060	5869.73	0	0
FBtr0345369	12510	12319.7	3796.51	10.0005
FBtr0080168	1794	1603.73	242	4.8969
FBtr0070072	917	726.729	0	0
FBtr0082780	7980	7789.73	2388.64	9.95095
FBtr0300486	4076	3885.73	287.684	2.40259
FBtr0335223	3262	3071.73	59.6806	0.630503
FBtr0074015	2690	2499.73	0	0
FBtr0100326	2606	2415.73	0	0
FBtr0100328	3518	3327.73	277.884	2.70989
FBtr0290063	2627	2436.73	0	0
FBtr0290064	2594	2403.73	72.8326	0.98328
FBtr0305189	2663	2472.73	0	0
FBtr0305190	2573	2382.73	1.26819	0.0172722
FBtr0305191	4343	4152.73	42.5124	0.332215
FBtr0305192	2579	2388.73	6.66316	0.0905211
FBtr0305193	2612	2421.73	0	0
FBtr0305194	2630	2439.73	0.89835	0.0119493
FBtr0305195	2651	2460.73	47.3889	0.624957
FBtr0305196	2636	2445.73	4.55275	0.0604091
FBtr0085609	1944	1753.73	191.316	3.54018
FBtr0085610	1889	1698.73	299.684	5.72501
FBtr0084619	3826	3635.73	74.3112	0.663284
FBtr0330310	3826	3635.73	74.3112	0.663284
FBtr0334916	11027	10836.7	731.378	2.19018
FBtr0072367	5370	5179.73	283.615	1.77689
FBtr0072368	5425	5234.73	220.385	1.36623
FBtr0073299	2460	2269.73	1752.34	25.0542
FBtr0073300	818	627.729	327.664	16.9392
FBtr0084639	2387	2196.73	154.131	2.27693
FBtr0084640	2319	2128.73	57.8692	0.882194
FBtr0070822	1637	1446.73	0	0
FBtr0070823	2653	2462.73	5722.67	75.4082
FBtr0100662	2252	2061.73	4569.64	71.9263
FBtr0100663	1928	1737.73	35240.2	658.102
FBtr0345894	2863	2672.73	0	0
FBtr0086029	1626	1435.73	5716	129.198
FBtr0071519	1724	1533.73	59710	1263.38
FBtr0078478	1543	1352.73	112642	2702.26
FBtr0334090	1619	1428.73	3722.64	84.5547
FBtr0082785	1567	1376.73	29379.2	692.514
FBtr0082786	1643	1452.73	5608.07	125.275
FBtr0346242	1853	1662.73	87.2061	1.70201
FBtr0083143	1595	1404.73	32200	743.876
FBtr0079219	4281	4090.73	70.9577	0.562906
FBtr0079220	4337	4146.73	459.939	3.59941
FBtr0079221	4277	4086.73	1028.1	8.1639
FBtr0079431	4480	4289.73	1255.36	9.49678
FBtr0100353	1556	1365.73	225.637	5.36147
FBtr0339663	4718	4527.73	0	0
FBtr0086111	1668	1477.73	33.9069	0.744613
FBtr0086112	1795	1604.73	91.7629	1.85568
FBtr0086113	1675	1484.73	360.423	7.87776
FBtr0330252	1668	1477.73	33.9069	0.744613
